id,kind,category,name,harness,canonical_path,line_count,asset_count,assets,description
skill:skills/debugging-and-error-recovery,skill,skills,debugging-and-error-recovery,agent-skills,skills/debugging-and-error-recovery/SKILL.md,300,0,,"Guides systematic root-cause debugging. Use when tests fail, builds break, behavior doesn't match expectations, or you encounter any unexpected error. Use when you need a systematic approach to finding and fixing the root cause rather than guessing."
skill:skills/deprecation-and-migration,skill,skills,deprecation-and-migration,agent-skills,skills/deprecation-and-migration/SKILL.md,247,0,,"Manages deprecation and migration. Use when removing old systems, APIs, or features. Use when migrating users from one implementation to another. Use when deciding whether to maintain or sunset existing code."
skill:skills/documentation-and-adrs,skill,skills,documentation-and-adrs,agent-skills,skills/documentation-and-adrs/SKILL.md,288,0,,"Records decisions and documentation. Use when making architectural decisions, changing public APIs, shipping features, or when you need to record context that future engineers and agents will need to understand the codebase."
skill:skills/doubt-driven-development,skill,skills,doubt-driven-development,agent-skills,skills/doubt-driven-development/SKILL.md,243,0,,"Subjects every non-trivial decision to a fresh-context adversarial review before it stands. Use when correctness matters more than speed, when working in unfamiliar code, when stakes are high (production, security-sensitive logic, irreversible operations), or any time a confident output would be cheaper to verify now than to debug later."
skill:skills/frontend-ui-engineering,skill,skills,frontend-ui-engineering,agent-skills,skills/frontend-ui-engineering/SKILL.md,328,0,,"Builds production-quality, accessible, responsive user-facing UIs. Use when building or modifying interfaces and pages, creating components, implementing layouts, meeting WCAG accessibility requirements, managing state, or when the output needs to look and feel production-quality rather than AI-generated."
skill:skills/git-workflow-and-versioning,skill,skills,git-workflow-and-versioning,agent-skills,skills/git-workflow-and-versioning/SKILL.md,355,0,,"Structures git workflow practices. Use when making any code change. Use when committing, branching, resolving conflicts, or when you need to organize work across multiple parallel streams. Use when cutting a release, choosing a semantic version bump, tagging, or writing a changelog."
skill:skills/idea-refine,skill,skills,idea-refine,agent-skills,skills/idea-refine/SKILL.md,178,4,skills/idea-refine/examples.md; skills/idea-refine/frameworks.md; skills/idea-refine/refinement-criteria.md; skills/idea-refine/scripts/idea-refine.sh,"Refines raw ideas into sharp, actionable concepts through structured divergent and convergent thinking. Use when an idea is still vague, when you need to stress-test assumptions before committing to a plan, or when you want to expand options before converging on one. Triggers on ""ideate"", ""refine this idea"", or ""stress-test my plan""."
skill:skills/incremental-implementation,skill,skills,incremental-implementation,agent-skills,skills/incremental-implementation/SKILL.md,249,0,,"Delivers changes incrementally. Use when implementing any feature or change that touches more than one file. Use when you're about to write a large amount of code at once, or when a task feels too big to land in one step."
skill:skills/interview-me,skill,skills,interview-me,agent-skills,skills/interview-me/SKILL.md,225,0,,"Extracts what the user actually wants instead of what they think they should want. Achieves this through one-question-at-a-time interview until ~95% confidence about the underlying intent. Use when an ask is underspecified (""build me X"" without ""for whom"" or ""why now""), when the user explicitly invokes (""interview me"", ""grill me"", ""are we sure?"", ""stress-test my thinking""), or when you catch yourself silently filling in ambiguous requirements before any plan, spec, or code exists."
skill:skills/observability-and-instrumentation,skill,skills,observability-and-instrumentation,agent-skills,skills/observability-and-instrumentation/SKILL.md,203,0,,"Instruments code so production behavior is visible and diagnosable. Use when adding logging, metrics, tracing, or alerting. Use when shipping any feature that runs in production and you need evidence it works. Use when production issues are reported but you can't tell what happened from the available data."
skill:skills/performance-optimization,skill,skills,performance-optimization,agent-skills,skills/performance-optimization/SKILL.md,395,0,,"Optimizes application performance across frontend, backend, queries, and databases. Use when performance requirements exist, when you suspect performance regressions, when Core Web Vitals or load times need improvement, when N+1 query patterns need fixing, or when profiling reveals bottlenecks."
skill:skills/planning-and-task-breakdown,skill,skills,planning-and-task-breakdown,agent-skills,skills/planning-and-task-breakdown/SKILL.md,234,0,,"Breaks work into ordered tasks. Use when you have a spec or clear requirements and need to break work into implementable tasks. Use when a task feels too large to start, when you need to estimate scope, or when parallel work is possible."
skill:skills/security-and-hardening,skill,skills,security-and-hardening,agent-skills,skills/security-and-hardening/SKILL.md,467,0,,"Hardens code against vulnerabilities. Use when handling user input, authentication, data storage, or external integrations. Use when building any feature that accepts untrusted data, manages user sessions, or interacts with third-party services."
skill:skills/shipping-and-launch,skill,skills,shipping-and-launch,agent-skills,skills/shipping-and-launch/SKILL.md,310,0,,"Prepares production launches. Use when preparing to deploy to production. Use when you need a pre-launch checklist, when setting up monitoring, when planning a staged rollout, or when you need a rollback strategy."
skill:skills/source-driven-development,skill,skills,source-driven-development,agent-skills,skills/source-driven-development/SKILL.md,216,0,,"Grounds every implementation decision in official documentation. Use when you want authoritative, source-cited code free from outdated patterns. Use when building with any framework or library where correctness matters."
skill:skills/spec-driven-development,skill,skills,spec-driven-development,agent-skills,skills/spec-driven-development/SKILL.md,206,0,,"Creates specs before coding. Use when starting a new project, feature, or significant change and no specification exists yet. Use when requirements are unclear, ambiguous, or only exist as a vague idea."
skill:skills/test-driven-development,skill,skills,test-driven-development,agent-skills,skills/test-driven-development/SKILL.md,398,0,,"Drives development with tests. Use when implementing any logic, fixing any bug, or changing any behavior. Use when you need to prove that code works, when a bug report arrives, or when you're about to modify existing functionality."
skill:skills/using-agent-skills,skill,skills,using-agent-skills,agent-skills,skills/using-agent-skills/SKILL.md,191,0,,Discovers and invokes agent skills. Use when starting a session or when you need to discover which skill applies to the current task. This is the meta-skill that governs how all other skills are discovered and invoked.
skill:skills/diagram-design,skill,skills,diagram-design,diagram-design,skills/diagram-design/SKILL.md,578,194,skills/diagram-design/assets/example-architecture-dark.html; skills/diagram-design/assets/example-architecture-full.html; skills/diagram-design/assets/example-architecture.html; skills/diagram-design/assets/example-bar-dark.html; skills/diagram-design/assets/example-bar-full.html; skills/diagram-design/assets/example-bar.html; skills/diagram-design/assets/example-data-flow-dark.html; skills/diagram-design/assets/example-data-flow-full.html; skills/diagram-design/assets/example-data-flow.html; skills/diagram-design/assets/example-datalake-dark.html; skills/diagram-design/assets/example-datalake-full.html; skills/diagram-design/assets/example-datalake.html; skills/diagram-design/assets/example-db-schema-dark.html; skills/diagram-design/assets/example-db-schema-full.html; skills/diagram-design/assets/example-db-schema.html; skills/diagram-design/assets/example-dependency-dark.html; skills/diagram-design/assets/example-dependency-full.html; skills/diagram-design/assets/example-dependency.html; skills/diagram-design/assets/example-deployment-dark.html; skills/diagram-design/assets/example-deployment-full.html; skills/diagram-design/assets/example-deployment.html; skills/diagram-design/assets/example-dp-integration-dark.html; skills/diagram-design/assets/example-dp-integration-full.html; skills/diagram-design/assets/example-dp-integration.html; skills/diagram-design/assets/example-dp-security-matrix-dark.html; skills/diagram-design/assets/example-dp-security-matrix-full.html; skills/diagram-design/assets/example-dp-security-matrix.html; skills/diagram-design/assets/example-er-dark.html; skills/diagram-design/assets/example-er-full.html; skills/diagram-design/assets/example-er.html; skills/diagram-design/assets/example-fishbone-dark.html; skills/diagram-design/assets/example-fishbone-full.html; skills/diagram-design/assets/example-fishbone.html; skills/diagram-design/assets/example-flowchart-dark.html; skills/diagram-design/assets/example-flowchart-full.html; skills/diagram-design/assets/example-flowchart.html; skills/diagram-design/assets/example-gantt-dark.html; skills/diagram-design/assets/example-gantt-full.html; skills/diagram-design/assets/example-gantt.html; skills/diagram-design/assets/example-high-level-dark.html; skills/diagram-design/assets/example-high-level-full.html; skills/diagram-design/assets/example-high-level-vertical-dark.html; skills/diagram-design/assets/example-high-level-vertical-full.html; skills/diagram-design/assets/example-high-level-vertical.html; skills/diagram-design/assets/example-high-level.html; skills/diagram-design/assets/example-import-drawio.html; skills/diagram-design/assets/example-import-mermaid.html; skills/diagram-design/assets/example-it-state-dark.html; skills/diagram-design/assets/example-it-state-full.html; skills/diagram-design/assets/example-it-state.html; skills/diagram-design/assets/example-journey-dark.html; skills/diagram-design/assets/example-journey-full.html; skills/diagram-design/assets/example-journey.html; skills/diagram-design/assets/example-kanban-dark.html; skills/diagram-design/assets/example-kanban-full.html; skills/diagram-design/assets/example-kanban.html; skills/diagram-design/assets/example-layers-dark.html; skills/diagram-design/assets/example-layers-full.html; skills/diagram-design/assets/example-layers.html; skills/diagram-design/assets/example-line-dark.html; skills/diagram-design/assets/example-line-full.html; skills/diagram-design/assets/example-line.html; skills/diagram-design/assets/example-loop-dark.html; skills/diagram-design/assets/example-loop-full.html; skills/diagram-design/assets/example-loop-terminal.html; skills/diagram-design/assets/example-loop.html; skills/diagram-design/assets/example-medallion-dark.html; skills/diagram-design/assets/example-medallion-full.html; skills/diagram-design/assets/example-medallion.html; skills/diagram-design/assets/example-nested-dark.html; skills/diagram-design/assets/example-nested-full.html; skills/diagram-design/assets/example-nested.html; skills/diagram-design/assets/example-org-chart-dark.html; skills/diagram-design/assets/example-org-chart-full.html; skills/diagram-design/assets/example-org-chart.html; skills/diagram-design/assets/example-paved-road-animated.html; skills/diagram-design/assets/example-policy-trace-animated.html; skills/diagram-design/assets/example-process-dark.html; skills/diagram-design/assets/example-process-full.html; skills/diagram-design/assets/example-process.html; skills/diagram-design/assets/example-pyramid-dark.html; skills/diagram-design/assets/example-pyramid-full.html; skills/diagram-design/assets/example-pyramid.html; skills/diagram-design/assets/example-quadrant-consultant.html; skills/diagram-design/assets/example-quadrant-dark.html; skills/diagram-design/assets/example-quadrant-full.html; skills/diagram-design/assets/example-quadrant.html; skills/diagram-design/assets/example-queue-animated.html; skills/diagram-design/assets/example-radar-dark.html; skills/diagram-design/assets/example-radar-full.html; skills/diagram-design/assets/example-radar.html; skills/diagram-design/assets/example-sankey-dark.html; skills/diagram-design/assets/example-sankey-full.html; skills/diagram-design/assets/example-sankey.html; skills/diagram-design/assets/example-scatter-dark.html; skills/diagram-design/assets/example-scatter-full.html; skills/diagram-design/assets/example-scatter.html; skills/diagram-design/assets/example-sequence-dark.html; skills/diagram-design/assets/example-sequence-full.html; skills/diagram-design/assets/example-sequence-oauth-dark.html; skills/diagram-design/assets/example-sequence-oauth-full.html; skills/diagram-design/assets/example-sequence-oauth.html; skills/diagram-design/assets/example-sequence.html; skills/diagram-design/assets/example-slopegraph-dark.html; skills/diagram-design/assets/example-slopegraph-full.html; skills/diagram-design/assets/example-slopegraph.html; skills/diagram-design/assets/example-state-dark.html; skills/diagram-design/assets/example-state-full.html; skills/diagram-design/assets/example-state.html; skills/diagram-design/assets/example-story-map-dark.html; skills/diagram-design/assets/example-story-map-full.html; skills/diagram-design/assets/example-story-map.html; skills/diagram-design/assets/example-swimlane-dark.html; skills/diagram-design/assets/example-swimlane-full.html; skills/diagram-design/assets/example-swimlane.html; skills/diagram-design/assets/example-timeline-dark.html; skills/diagram-design/assets/example-timeline-full.html; skills/diagram-design/assets/example-timeline.html; skills/diagram-design/assets/example-tree-dark.html; skills/diagram-design/assets/example-tree-full.html; skills/diagram-design/assets/example-tree.html; skills/diagram-design/assets/example-treemap-dark.html; skills/diagram-design/assets/example-treemap-full.html; skills/diagram-design/assets/example-treemap.html; skills/diagram-design/assets/example-uml-class-dark.html; skills/diagram-design/assets/example-uml-class-full.html; skills/diagram-design/assets/example-uml-class.html; skills/diagram-design/assets/example-venn-dark.html; skills/diagram-design/assets/example-venn-full.html; skills/diagram-design/assets/example-venn.html; skills/diagram-design/assets/example-wardley-dark.html; skills/diagram-design/assets/example-wardley-full.html; skills/diagram-design/assets/example-wardley.html; skills/diagram-design/assets/icons.html; skills/diagram-design/assets/index.html; skills/diagram-design/assets/template-dark.html; skills/diagram-design/assets/template-full.html; skills/diagram-design/assets/template-motion.html; skills/diagram-design/assets/template-terminal.html; skills/diagram-design/assets/template.html; skills/diagram-design/references/animation.md; skills/diagram-design/references/export.md; skills/diagram-design/references/import-drawio.md; skills/diagram-design/references/import-mermaid.md; skills/diagram-design/references/onboarding.md; skills/diagram-design/references/output-spec.md; skills/diagram-design/references/primitive-annotation.md; skills/diagram-design/references/primitive-icons.md; skills/diagram-design/references/primitive-sketchy.md; skills/diagram-design/references/primitive-terminal.md; skills/diagram-design/references/profiles.md; skills/diagram-design/references/semantic-patterns.md; skills/diagram-design/references/style-guide.md; skills/diagram-design/references/type-architecture.md; skills/diagram-design/references/type-bar.md; skills/diagram-design/references/type-data-flow.md; skills/diagram-design/references/type-db-schema.md; skills/diagram-design/references/type-dependency.md; skills/diagram-design/references/type-deployment.md; skills/diagram-design/references/type-dp-integration.md; skills/diagram-design/references/type-dp-security-matrix.md; skills/diagram-design/references/type-er.md; skills/diagram-design/references/type-fishbone.md; skills/diagram-design/references/type-flowchart.md; skills/diagram-design/references/type-gantt.md; skills/diagram-design/references/type-high-level.md; skills/diagram-design/references/type-it-state.md; skills/diagram-design/references/type-journey.md; skills/diagram-design/references/type-kanban.md; skills/diagram-design/references/type-layers.md; skills/diagram-design/references/type-line.md; skills/diagram-design/references/type-loop.md; skills/diagram-design/references/type-medallion.md; skills/diagram-design/references/type-nested.md; skills/diagram-design/references/type-org-chart.md; skills/diagram-design/references/type-process.md; skills/diagram-design/references/type-pyramid.md; skills/diagram-design/references/type-quadrant.md; skills/diagram-design/references/type-radar.md; skills/diagram-design/references/type-sankey.md; skills/diagram-design/references/type-scatter.md; skills/diagram-design/references/type-sequence.md; skills/diagram-design/references/type-state.md; skills/diagram-design/references/type-story-map.md; skills/diagram-design/references/type-swimlane.md; skills/diagram-design/references/type-timeline.md; skills/diagram-design/references/type-tree.md; skills/diagram-design/references/type-treemap.md; skills/diagram-design/references/type-uml-class.md; skills/diagram-design/references/type-venn.md; skills/diagram-design/references/type-wardley.md; skills/diagram-design/scripts/drawio_extract.py; skills/diagram-design/scripts/mermaid_extract.py; skills/diagram-design/scripts/self_check.py,"Create branded architecture, IT current-state, flowchart, sequence, state machine, ER/data model, timeline, swimlane, quadrant, radar/spider, loop/flywheel, nested, tree, org chart, layer stack, Venn, pyramid/funnel, treemap, bar, line, Gantt and scatter charts, high-level, process, medallion, data flow, DP integration, DP security matrix, Sankey, fishbone, Wardley map, kanban, user journey, deployment, dependency graph, UML class, story map, or database schema diagrams as standalone HTML/SVG/PNG. Redraw .drawio/.drawio.png/.drawio.svg or Mermaid .mmd sources at a chosen size/detail; onboard brand tokens from a website; add semantic patterns, callouts, accessible motion, or sketchy/hand-drawn styling."
skill:skill,skill,skill,html-artifacts,html-artifacts,skill/SKILL.md,94,8,skill/references/code-review-and-pr.md; skill/references/custom-editors.md; skill/references/decks.md; skill/references/design-and-prototypes.md; skill/references/diagrams-and-illustrations.md; skill/references/exploration-and-planning.md; skill/references/matching-your-style.md; skill/references/reports-and-research.md,"Produce a self-contained HTML artifact instead of a markdown document when the request is for content that benefits from spatial layout, color, real diagrams, interactivity, or a round-trip editor. Use this skill aggressively whenever the user asks for a ""doc,"" ""writeup,"" ""plan,"" ""spec,"" ""report,"" ""explainer,"" ""summary,"" ""comparison,"" ""review,"" ""PR description,"" ""mockup,"" ""diagram,"" ""flowchart,"" ""deck,"" ""slides,"" ""status update,"" ""post-mortem,"" ""incident report,"" ""playground,"" or a one-off ""editor"" or ""tool"" for triaging/reordering/tuning anything — even if they don't explicitly say ""HTML"" or ""artifact."" Also trigger when the user asks Claude to ""explain,"" ""summarize,"" ""compare,"" ""explore options for,"" ""brainstorm directions for,"" or ""walk through"" a non-trivial topic. Stay in markdown only for short conversational replies, code-only outputs, terminal-style command answers, and content that's genuinely just a few sentences."
skill:plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop,skill,skills,build-iterated-agentic-loop,humanlayer_skills,plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/SKILL.md,212,8,plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/agent-iteration.ts; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/agent-runner-templates.md; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/example-skill.md; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/memory-template.md; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/prompt-template.md; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/response-template.md; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/skill-template.md; plugins/build-iterated-agentic-loop/skills/build-iterated-agentic-loop/references/workflow-template.yml,"build a repo-local skill and install a matching iterated coding-agent GitHub Actions workflow, prompt, memory file, and reference templates"
skill:plugins/design-control-loop/skills/design-control-loop,skill,skills,design-control-loop,humanlayer_skills,plugins/design-control-loop/skills/design-control-loop/SKILL.md,172,10,plugins/design-control-loop/skills/design-control-loop/references/agent-iteration.ts; plugins/design-control-loop/skills/design-control-loop/references/agent-runner-templates.md; plugins/design-control-loop/skills/design-control-loop/references/control-loop-taxonomy.md; plugins/design-control-loop/skills/design-control-loop/references/example-control-loop.md; plugins/design-control-loop/skills/design-control-loop/references/example-skill.md; plugins/design-control-loop/skills/design-control-loop/references/memory-template.md; plugins/design-control-loop/skills/design-control-loop/references/prompt-template.md; plugins/design-control-loop/skills/design-control-loop/references/response-template.md; plugins/design-control-loop/skills/design-control-loop/references/skill-template.md; plugins/design-control-loop/skills/design-control-loop/references/workflow-template.yml,"interview the user to design an agentic control loop (sensor, controller, actuator under disturbances) tailored to their codebase, then build it as locally-runnable components plus a scheduled coding-agent workflow"
skill:plugins/improve-claude-md/skills/improve-claude-md,skill,skills,improve-claude-md,humanlayer_skills,plugins/improve-claude-md/skills/improve-claude-md/SKILL.md,258,0,,improve a CLAUDE.md file using <important if> blocks to improve instruction adherence
skill:plugins/narrow-react-prop-types/skills/narrow-react-prop-types,skill,skills,narrow-react-prop-types,humanlayer_skills,plugins/narrow-react-prop-types/skills/narrow-react-prop-types/SKILL.md,180,3,plugins/narrow-react-prop-types/skills/narrow-react-prop-types/references/agent-narrow-component-props.yml; plugins/narrow-react-prop-types/skills/narrow-react-prop-types/references/narrow-component-props-memory.md; plugins/narrow-react-prop-types/skills/narrow-react-prop-types/references/response-template.md,narrow React component prop types to match live code paths
skill:plugins/show-me/skills/show-me,skill,skills,show-me,humanlayer_skills,plugins/show-me/skills/show-me/SKILL.md,127,0,,"Help the user understand the current topic visually with concise diagrams, code-shape sketches, and focused HTML artifacts."
skill:skills/engineering/ask-matt,skill,engineering,ask-matt,mattpocock_skills,skills/engineering/ask-matt/SKILL.md,90,2,skills/engineering/ask-matt/PHASE-BOUNDARIES.md; skills/engineering/ask-matt/agents/openai.yaml,Ask which skill or flow fits your situation. A router over the skills in this repo.
skill:skills/engineering/code-review,skill,engineering,code-review,mattpocock_skills,skills/engineering/code-review/SKILL.md,87,1,skills/engineering/code-review/agents/openai.yaml,"Review the changes since a fixed point (commit, branch, tag, or merge-base) along two axes — Standards (does the code follow this repo's documented coding standards?) and Spec (does the code match what the originating issue/spec asked for?). Runs both reviews in parallel sub-agents and reports them side by side. Use when the user wants to review a branch, a PR, work-in-progress changes, or asks to ""review since X""."
skill:skills/engineering/codebase-design,skill,engineering,codebase-design,mattpocock_skills,skills/engineering/codebase-design/SKILL.md,114,3,skills/engineering/codebase-design/DEEPENING.md; skills/engineering/codebase-design/DESIGN-IT-TWICE.md; skills/engineering/codebase-design/agents/openai.yaml,"Shared vocabulary for designing deep modules. Use when the user wants to design or improve a module's interface, find deepening opportunities, decide where a seam goes, make code more testable or AI-navigable, or when another skill needs the deep-module vocabulary."
skill:skills/engineering/diagnosing-bugs,skill,engineering,diagnosing-bugs,mattpocock_skills,skills/engineering/diagnosing-bugs/SKILL.md,140,2,skills/engineering/diagnosing-bugs/agents/openai.yaml; skills/engineering/diagnosing-bugs/scripts/hitl-loop.template.sh,"Diagnosis loop for hard bugs and performance regressions. Use when the user says ""diagnose""/""debug this"", or reports something broken/throwing/failing/slow."
skill:skills/engineering/domain-modeling,skill,engineering,domain-modeling,mattpocock_skills,skills/engineering/domain-modeling/SKILL.md,74,3,skills/engineering/domain-modeling/ADR-FORMAT.md; skills/engineering/domain-modeling/CONTEXT-FORMAT.md; skills/engineering/domain-modeling/agents/openai.yaml,"Build and sharpen a project's domain model. Use when the user wants to pin down domain terminology or a ubiquitous language, record an architectural decision, or when another skill needs to maintain the domain model."
skill:skills/engineering/grill-with-docs,skill,engineering,grill-with-docs,mattpocock_skills,skills/engineering/grill-with-docs/SKILL.md,7,1,skills/engineering/grill-with-docs/agents/openai.yaml,"A relentless interview to sharpen a plan or design, which also creates docs (ADR's and glossary) as we go."
skill:skills/engineering/implement,skill,engineering,implement,mattpocock_skills,skills/engineering/implement/SKILL.md,15,1,skills/engineering/implement/agents/openai.yaml,Implement a piece of work based on a spec or set of tickets.
skill:skills/engineering/improve-codebase-architecture,skill,engineering,improve-codebase-architecture,mattpocock_skills,skills/engineering/improve-codebase-architecture/SKILL.md,71,2,skills/engineering/improve-codebase-architecture/HTML-REPORT.md; skills/engineering/improve-codebase-architecture/agents/openai.yaml,"Scan a codebase for deepening opportunities, present them as a visual HTML report, then grill through whichever one you pick."
skill:skills/engineering/prototype,skill,engineering,prototype,mattpocock_skills,skills/engineering/prototype/SKILL.md,26,3,skills/engineering/prototype/LOGIC.md; skills/engineering/prototype/UI.md; skills/engineering/prototype/agents/openai.yaml,"Build a throwaway prototype to answer a design question. Use when the user wants to sanity-check whether a state model or logic feels right, or explore what a UI should look like."
skill:skills/engineering/research,skill,engineering,research,mattpocock_skills,skills/engineering/research/SKILL.md,12,1,skills/engineering/research/agents/openai.yaml,"Investigate a question against high-trust primary sources and capture the findings as a Markdown file in the repo. Use when the user wants a topic researched, docs or API facts gathered, or reading legwork delegated to a background agent."
skill:skills/engineering/resolving-merge-conflicts,skill,engineering,resolving-merge-conflicts,mattpocock_skills,skills/engineering/resolving-merge-conflicts/SKILL.md,14,1,skills/engineering/resolving-merge-conflicts/agents/openai.yaml,Use when you need to resolve an in-progress git merge/rebase conflict.
skill:skills/engineering/setup-matt-pocock-skills,skill,engineering,setup-matt-pocock-skills,mattpocock_skills,skills/engineering/setup-matt-pocock-skills/SKILL.md,116,6,skills/engineering/setup-matt-pocock-skills/agents/openai.yaml; skills/engineering/setup-matt-pocock-skills/domain.md; skills/engineering/setup-matt-pocock-skills/issue-tracker-github.md; skills/engineering/setup-matt-pocock-skills/issue-tracker-gitlab.md; skills/engineering/setup-matt-pocock-skills/issue-tracker-local.md; skills/engineering/setup-matt-pocock-skills/triage-labels.md,"Configure this repo for the engineering skills — set up its issue tracker, triage label vocabulary, and domain doc layout. Run once before first use of the other engineering skills."
skill:skills/engineering/tdd,skill,engineering,tdd,mattpocock_skills,skills/engineering/tdd/SKILL.md,38,3,skills/engineering/tdd/agents/openai.yaml; skills/engineering/tdd/mocking.md; skills/engineering/tdd/tests.md,"Test-driven development. Use when the user wants to build features or fix bugs test-first, mentions ""red-green-refactor"", or wants integration tests."
skill:skills/engineering/to-spec,skill,engineering,to-spec,mattpocock_skills,skills/engineering/to-spec/SKILL.md,75,1,skills/engineering/to-spec/agents/openai.yaml,"Turn the current conversation into a spec and publish it to the project issue tracker — no interview, just synthesis of what you've already discussed."
skill:skills/engineering/to-tickets,skill,engineering,to-tickets,mattpocock_skills,skills/engineering/to-tickets/SKILL.md,105,1,skills/engineering/to-tickets/agents/openai.yaml,"Break a plan, spec, or the current conversation into a set of tracer-bullet tickets, each declaring its blocking edges, published to the configured tracker — edges as text in one file per ticket locally, or native blocking links on a real tracker."
skill:skills/engineering/triage,skill,engineering,triage,mattpocock_skills,skills/engineering/triage/SKILL.md,112,3,skills/engineering/triage/AGENT-BRIEF.md; skills/engineering/triage/OUT-OF-SCOPE.md; skills/engineering/triage/agents/openai.yaml,"Move issues and external PRs through a state machine of triage roles — categorise, verify, grill if needed, and write agent-ready briefs."
skill:skills/engineering/wayfinder,skill,engineering,wayfinder,mattpocock_skills,skills/engineering/wayfinder/SKILL.md,128,1,skills/engineering/wayfinder/agents/openai.yaml,"Plan a huge chunk of work — more than one agent session can hold — as a shared map of decision tickets on your issue tracker, and resolve them one at a time until the way to the destination is clear."
skill:skills/engineering/wizard,skill,engineering,wizard,mattpocock_skills,skills/engineering/wizard/SKILL.md,44,2,skills/engineering/wizard/agents/openai.yaml; skills/engineering/wizard/template.sh,"Generate an interactive bash wizard that walks a human through steps only they can perform. Use when provisioning infrastructure, setting up credentials or CI secrets, walking an unfamiliar third-party dashboard, or running a one-off migration or cutover. Don't invoke this for steps the agent can perform itself."
skill:skills/in-progress/claude-handoff,skill,in-progress,claude-handoff,mattpocock_skills,skills/in-progress/claude-handoff/SKILL.md,18,1,skills/in-progress/claude-handoff/agents/openai.yaml,Hand the current conversation off to a fresh background agent that picks up the work immediately.
skill:skills/in-progress/loop-me,skill,in-progress,loop-me,mattpocock_skills,skills/in-progress/loop-me/SKILL.md,32,1,skills/in-progress/loop-me/agents/openai.yaml,"Grill me about specs for the workflows I want to build, within this workspace."
skill:skills/in-progress/setup-ts-deep-modules,skill,in-progress,setup-ts-deep-modules,mattpocock_skills,skills/in-progress/setup-ts-deep-modules/SKILL.md,102,2,skills/in-progress/setup-ts-deep-modules/agents/openai.yaml; skills/in-progress/setup-ts-deep-modules/dependency-cruiser.config.cjs,"Wire dependency-cruiser into a TypeScript repo so each package is a deep module — implementation hidden in subfolders, reachable only through its entry-point files. User-invoked."
skill:skills/in-progress/writing-beats,skill,in-progress,writing-beats,mattpocock_skills,skills/in-progress/writing-beats/SKILL.md,67,1,skills/in-progress/writing-beats/agents/openai.yaml,"Writing, exploit — assemble raw material into a journey of beats, grounding each term before a beat leans on it."
